applicant_id,first_name,last_name,email,phone_number,university,major,gpa,graduation_year,application_date,position_applied,years_of_experience,skills,application_status,salary_expectation,availability,resume_submitted,cover_letter,references_provided,full_name,days_since_application,experience_level,gpa_category
APP-0519,Robert,Smith,rsmith@email.com,(413) 806-3158,Public University,Business Administration,3.65,2023.0,,Research Assistant,1.0,"Project Management, Data Analysis, Tableau, Excel, Machine Learning, Python, JavaScript, Communication",Under Review,28139.0,Immediate,True,False,2,Robert Smith,,Beginner (0-2 years),3.5-4.0
APP_0520,David,Smith,david.smith@email.com,(569) 504-7005,Public University,Business Administration,3.41,2022.0,,Marketing Intern,0.0,"Python, PowerPoint, Machine Learning, R, Excel, Data Analysis, Project Management",Accepted,28038.0,Unknown,False,True,0,David Smith,,No Experience,3.0-3.4
APP_0521B,Daniel,Martinez,daniel275@email.com,(297) 573-1725,Liberal Arts College,Computer Science,3.31,2024.0,,Business Analyst Intern,0.0,"Data Analysis, PowerPoint, Python",Rejected,35697.0,Immediate,True,True,3,Daniel Martinez,,No Experience,3.0-3.4
APP0522,Michael,Jones,michael478@email.com,+1 (443) 796-7750,Tech Institute,Economics,3.59,2023.0,,Business Analyst Intern,2.0,"JavaScript, Project Management, Excel, Communication, R",Under Review,39663.0,Flexible,True,False,5,Michael Jones,,Beginner (0-2 years),3.5-4.0
APP-0523,Emily,Martinez,emily.martinez@email.com,(209) 815-2078,Liberal Arts College,Biology,3.32,2025.0,,Marketing Intern,10.0,"Python, Data Analysis, Java, Excel",Accepted,21040.0,1 Month,True,True,2,Emily Martinez,,Experienced (5+ years),3.0-3.4
APP_0524B,Michelle,Martinez,michelle68@email.com,(825) 740-5471,Online University,Economics,3.09,2025.0,,Software Developer Intern,0.0,"Communication, Excel, PowerPoint",Submitted,29166.0,Flexible,False,True,5,Michelle Martinez,,No Experience,3.0-3.4
,Unknown,Davis,,(813) 347-2002,Unknown,Unknown,3.31,2024.0,2024-04-12,Software Developer Intern,1.0,"Communication, R, SQL",Unknown,28139.0,2-4 Weeks,False,False,0,Unknown Davis,550.0,Beginner (0-2 years),3.0-3.4
APP-0526A,Jane,Williams,jwilliams@email.com,+1 (361) 256-4960,Liberal Arts College,Economics,3.12,2024.0,,Research Assistant,0.0,"Project Management, Python, Excel, SQL, Machine Learning",Under Review,17870.0,1 Month,False,True,0,Jane Williams,,No Experience,3.0-3.4
,Unknown,Wilson,michael.wilson@email.com,,Unknown,Unknown,3.88,2024.0,,Unknown,0.0,,Unknown,27629.0,Unknown,False,False,0,Unknown Wilson,,No Experience,3.5-4.0
APP-0528,Daniel,Anderson,anderson.daniel@email.com,(311) 245-2288,Tech Institute,Marketing,2.95,2025.0,2024-04-10,Research Assistant,0.0,"Communication, Machine Learning, R, Java, Data Analysis, JavaScript, Excel, Python",Rejected,16123.0,Immediate,False,False,3,Daniel Anderson,552.0,No Experience,2.0-2.9
APP0529,Sarah,Hernandez,shernandez@email.com,+1 (746) 427-1814,Community College,Marketing,3.62,2025.0,2024-03-08,Marketing Intern,0.0,"Java, Machine Learning, R, PowerPoint, Communication, Python, ",Accepted,31507.0,Immediate,False,True,1,Sarah Hernandez,585.0,No Experience,3.5-4.0
APP0530,David,Garcia,dgarcia@email.com,(688) 693-4964,Online University,Engineering,2.9,2023.0,,Data Science Intern,0.0,"R, Communication, Python, Data Analysis, Project Management",Rejected,35679.0,2-4 Weeks,True,True,3,David Garcia,,No Experience,2.0-2.9
APP0531B,Robert,Johnson,robert791@email.com,(230) 794-2302,International University,Communications,2.88,2025.0,,Software Developer Intern,0.0,"Communication, JavaScript, R, Java, Tableau, Machine Learning, PowerPoint, SQL",Submitted,27198.0,Immediate,False,False,0,Robert Johnson,,No Experience,2.0-2.9
APP0532B,Michael,Hernandez,michael.hernandez@email.com,(369) 990-9304,International University,Communications,2.53,2022.0,,Marketing Intern,1.0,"Machine Learning, Excel, Project Management, Data Analysis, SQL, Python",Under Review,22690.0,2-4 Weeks,True,True,0,Michael Hernandez,,Beginner (0-2 years),2.0-2.9
APP0533,Sarah,Anderson,sarah.anderson@email.com,(818) 980-5072,Tech Institute,Communications,2.82,2023.0,,Data Science Intern,0.0,"Tableau, Machine Learning, Project Management, JavaScript, Excel, Python, Communication, Java",Rejected,26200.0,2 Weeks,False,True,5,Sarah Anderson,,No Experience,2.0-2.9
APP0534,John,Jones,john2@email.com,(595) 664-2639,Private College,Engineering,3.23,2022.0,,Data Science Intern,3.0,"JavaScript, PowerPoint, Excel, Data Analysis",Accepted,39503.0,Flexible,False,False,5,John Jones,,Intermediate (2-5 years),3.0-3.4
APP_0536,Jessica,Hernandez,jhernandez@email.com,(654) 740-2691,Tech Institute,Psychology,4.0,2025.0,,Marketing Intern,0.0,"Communication, R, Project Management, SQL, JavaScript, Excel, Python",Submitted,37764.0,1 Month,False,False,2,Jessica Hernandez,,No Experience,3.5-4.0
APP0537,Sarah,Lopez,lopez.sarah@email.com,(400) 964-6717,Liberal Arts College,Biology,3.03,2025.0,2024-06-18,Ux Design Intern,7.0,"Java; PowerPoint; Data Analysis; Tableau, ",Accepted,38497.0,2 Weeks,False,True,0,Sarah Lopez,483.0,Experienced (5+ years),3.0-3.4
APP_0538A,Elizabeth,Gonzalez,gonzalez.elizabeth@email.com,(456) 877-3167,Private College,Engineering,3.77,2026.0,2024-02-02,Ux Design Intern,1.0,Python,Under Review,30062.0,3 Months,True,False,2,Elizabeth Gonzalez,620.0,Beginner (0-2 years),3.5-4.0
APP-0539,David,Johnson,djohnson@email.com,(786) 839-1839,International University,Economics,3.31,2025.0,,Research Assistant,0.0,"Communication, Tableau, Java, SQL, Machine Learning, Python",Under Review,18983.0,2-4 Weeks,True,False,5,David Johnson,,No Experience,3.0-3.4
APP-0540A,John,Williams,williams.john@email.com,(623) 673-8119,Liberal Arts College,Biology,3.95,2022.0,,Software Developer Intern,0.0,"SQL, Communication, R, Project Management, Tableau, PowerPoint",Under Review,18701.0,2 Weeks,True,False,1,John Williams,,No Experience,3.5-4.0
APP0541,Michelle,Jones,jones.michelle@email.com,(915) 370-8888,Tech Institute,Marketing,3.05,2026.0,,Marketing Intern,2.0,"Communication, Python, JavaScript, SQL, Data Analysis, Machine Learning, Excel, ",Accepted,33718.0,3 Months,True,False,4,Michelle Jones,,Beginner (0-2 years),3.0-3.4
APP_0542B,Michael,Martinez,michael463@email.com,(635) 351-6818,Tech Institute,Marketing,3.08,2026.0,,Software Developer Intern,0.0,"Python, Machine Learning, SQL, Data Analysis",Rejected,347308.0,Unknown,False,True,1,Michael Martinez,,No Experience,3.0-3.4
APP-0543,Jessica,Lopez,jessica558@email.com,(336) 206-2049,Private College,Biology,3.87,2023.0,,Software Developer Intern,10.0,"Python, Machine Learning",Rejected,15351.0,2-4 Weeks,False,False,2,Jessica Lopez,,Experienced (5+ years),3.5-4.0
APP0544A,Jessica,Smith,jessica146@email.com,(645) 985-3319,Private College,Marketing,3.07,2026.0,2024-02-22,Data Science Intern,1.0,"Java, Tableau, Project Management, Excel, PowerPoint, Python, Data Analysis",Under Review,28529.0,1 Month,True,True,1,Jessica Smith,600.0,Beginner (0-2 years),3.0-3.4
APP_0545,Sarah,Garcia,garcia.sarah@email.com,(325) 537-3661,State University,Data Science,3.44,2026.0,,Marketing Intern,0.0,PowerPoint; Tableau; SQL; R; JavaScript,Under Review,30171.0,2-4 Weeks,True,True,1,Sarah Garcia,,No Experience,3.0-3.4
APP_0546,Jessica,Johnson,jjohnson@email.com,(207) 923-8715,Online University,Psychology,3.15,2022.0,2024-02-16,Marketing Intern,0.0,"PowerPoint, Data Analysis, Project Management, Java, Machine Learning, R, Communication, JavaScript",Rejected,37374.0,2 Weeks,False,True,4,Jessica Johnson,606.0,No Experience,3.0-3.4
APP-0547B,Daniel,Anderson,danderson@email.com,(400) 478-8512,Community College,Economics,4.0,2024.0,2024-01-28,Business Analyst Intern,1.0,"Data Analysis, Communication, SQL, PowerPoint, Java, R, Project Management, JavaScript",Rejected,19768.0,Unknown,False,False,4,Daniel Anderson,625.0,Beginner (0-2 years),3.5-4.0
APP-0548,Sarah,Rodriguez,rodriguez.sarah@email.com,+1 (442) 708-5662,International University,Business Administration,3.68,2024.0,,Ux Design Intern,0.0,"Project Management, R, Excel, JavaScript, Data Analysis, Tableau, Machine Learning",Under Review,35028.0,Unknown,False,False,5,Sarah Rodriguez,,No Experience,3.5-4.0
APP-0549,Daniel,Gonzalez,daniel373@email.com,(888) 708-6404,Public University,Economics,3.15,2025.0,2024-04-09,Software Developer Intern,0.0,Project Management,Accepted,22742.0,3 Months,True,True,4,Daniel Gonzalez,553.0,No Experience,3.0-3.4
APP_0550A,James,Hernandez,jhernandez@email.com,(362) 669-4897,Liberal Arts College,Business Administration,3.53,2022.0,,Marketing Intern,3.0,"Communication, PowerPoint, Python, SQL, Data Analysis, Project Management",Under Review,18642.0,1 Month,True,True,1,James Hernandez,,Intermediate (2-5 years),3.5-4.0
APP-0551,David,Davis,david429@email.com,+1 (871) 927-1432,State University,Psychology,3.52,2024.0,,Software Developer Intern,1.0,PowerPoint,Rejected,38696.0,Immediate,False,False,3,David Davis,,Beginner (0-2 years),3.5-4.0
APP0552,Emily,Lopez,elopez@email.com,(583) 545-1382,Tech Institute,Engineering,4.0,2022.0,,Ux Design Intern,0.0,"Java, Tableau, SQL",Under Review,36259.0,1 Month,True,False,2,Emily Lopez,,No Experience,3.5-4.0
APP0553,Laura,Johnson,ljohnson@email.com,(523) 492-6310,Liberal Arts College,Computer Science,3.73,2022.0,,Ux Design Intern,0.0,"SQL, Tableau",Rejected,31091.0,Immediate,True,False,5,Laura Johnson,,No Experience,3.5-4.0
APP0554,Matthew,Davis,mdavis@email.com,(652) 203-5466,State University,Communications,2.75,2025.0,,Ux Design Intern,1.0,Data Analysis,Under Review,28139.0,3 Months,True,False,4,Matthew Davis,,Beginner (0-2 years),2.0-2.9
APP_0555,James,Miller,jmiller@email.com,(512) 683-7024,International University,Data Science,3.01,2024.0,,Ux Design Intern,0.0,Various technical skills,Submitted,30921.0,2 Weeks,False,True,3,James Miller,,No Experience,3.0-3.4
APP-0557,Amanda,Jones,amanda680@email.com,+1 (997) 936-4460,Public University,Data Science,3.09,2026.0,,Marketing Intern,2.0,"Communication, Project Management, ",Under Review,16521.0,Immediate,True,True,5,Amanda Jones,,Beginner (0-2 years),3.0-3.4
APP_0558,Matthew,Jones,matthew979@email.com,+1 (538) 227-8155,Tech Institute,Computer Science,3.39,2022.0,,Ux Design Intern,1.0,"MACHINE LEARNING, DATA ANALYSIS, COMMUNICATION, R, JAVASCRIPT, TABLEAU, JAVA",Accepted,32428.0,Immediate,False,False,5,Matthew Jones,,Beginner (0-2 years),3.0-3.4
APP_0559B,David,Garcia,david.garcia@email.com,(265) 976-5618,International University,Marketing,4.0,2026.0,,Business Analyst Intern,2.0,SQL; Java; Excel; Tableau; Project Management; JavaScript; PowerPoint; Machine Learning,Rejected,35305.0,Unknown,False,True,3,David Garcia,,Beginner (0-2 years),3.5-4.0
APP-0560,Laura,Garcia,laura463@email.com,(816) 645-3981,Community College,Mathematics,3.09,2024.0,,Software Developer Intern,0.0,"Data Analysis, JavaScript, Tableau, R, Communication, Python, PowerPoint, SQL",Submitted,28139.0,Immediate,True,True,4,Laura Garcia,,No Experience,3.0-3.4
APP-0560,Laura,Garcia,laura4637@email.com,(816) 645-3981,Community College,Mathematics,3.09,2024.0,,Software Developer Intern,0.0,"Data Analysis, JavaScript, Tableau, R, Communication, Python, PowerPoint, SQL",Submitted,28139.0,Immediate,True,True,4,Laura Garcia,,No Experience,3.0-3.4
APP_0562A,Michael,Williams,michael.williams@email.com,+1 (979) 517-3877,Community College,Engineering,0.85,2023.0,,Research Assistant,3.0,"Python, JavaScript, Tableau",Accepted,38017.0,Immediate,False,False,4,Michael Williams,,Intermediate (2-5 years),Below 2.0
APP_0563,John,Lopez,lopez.john@email.com,+1 (433) 427-5357,Community College,Economics,4.0,2024.0,2024-01-10,Data Science Intern,2.0,"JavaScript, Python, SQL, PowerPoint, Communication, R, Tableau, Java",Rejected,19993.0,Immediate,True,True,3,John Lopez,643.0,Beginner (0-2 years),3.5-4.0
APP-0564A,Daniel,Anderson,daniel.anderson@email.com,+1 (609) 860-8540,International University,Marketing,4.0,2024.0,,Ux Design Intern,1.0,"Communication, SQL",Submitted,37196.0,Flexible,True,False,4,Daniel Anderson,,Beginner (0-2 years),3.5-4.0
APP-0565B,Emily,Miller,emily569@email.com,(447) 938-9266,Community College,Communications,3.63,2025.0,2023-05-20,Research Assistant,1.0,"JavaScript, PowerPoint, Excel, Communication",Accepted,28139.0,Immediate,True,True,3,Emily Miller,878.0,Beginner (0-2 years),3.5-4.0
APP-0566B,Daniel,Lopez,lopez.daniel@email.com,(337) 776-2359,International University,Communications,3.5,2024.0,,Data Science Intern,1.0,PowerPoint,Under Review,21061.0,2 Weeks,True,False,2,Daniel Lopez,,Beginner (0-2 years),3.5-4.0
APP-0567B,James,Williams,jwilliams@email.com,(407) 226-9403,Liberal Arts College,Engineering,3.85,2025.0,,Ux Design Intern,0.0,"JavaScript, Excel, Python, Project Management, Java, PowerPoint, R, ",Accepted,15881.0,Flexible,True,True,0,James Williams,,No Experience,3.5-4.0
APP0568A,David,Garcia,david.garcia@email.com,(468) 714-7011,Liberal Arts College,Engineering,3.56,2025.0,,Business Analyst Intern,3.0,Various technical skills,Submitted,33952.0,Immediate,True,False,2,David Garcia,,Intermediate (2-5 years),3.5-4.0
APP0569A,Sarah,Wilson,swilson@email.com,(528) 601-4389,Tech Institute,Data Science,3.23,2025.0,2024-05-24,Software Developer Intern,0.0,R,Accepted,29085.0,Immediate,True,True,4,Sarah Wilson,508.0,No Experience,3.0-3.4
APP_0570,Elizabeth,Smith,esmith@email.com,(670) 355-4704,State University,Economics,3.36,2023.0,,Marketing Intern,2.0,"Tableau, ",Under Review,19486.0,3 Months,False,False,0,Elizabeth Smith,,Beginner (0-2 years),3.0-3.4
APP_0570,Elizabeth,Smith,esmith1@email.com,(670) 355-4704,State University,Economics,3.36,2023.0,,Marketing Intern,2.0,"Tableau, ",Under Review,19486.0,3 Months,False,False,0,Elizabeth Smith,,Beginner (0-2 years),3.0-3.4
APP-0572A,Laura,Brown,lbrown@email.com,(631) 480-9474,Private College,Engineering,3.14,2022.0,2024-02-28,Marketing Intern,1.0,"Python, Java, Excel, R, Data Analysis, Communication, PowerPoint",Rejected,27427.0,2 Weeks,False,True,3,Laura Brown,594.0,Beginner (0-2 years),3.0-3.4
APP0573,Amanda,Miller,amanda.miller@email.com,(540) 549-6567,International University,Data Science,3.38,2026.0,,Data Science Intern,1.0,Excel; R; Data Analysis; Project Management; Tableau; PowerPoint,Under Review,19909.0,3 Months,False,False,4,Amanda Miller,,Beginner (0-2 years),3.0-3.4
APP_0574B,David,Lopez,dlopez@email.com,(464) 230-2393,Community College,Marketing,1.8,2024.0,,Marketing Intern,0.0,"PowerPoint, Python, Project Management, Tableau, SQL, Machine Learning, JavaScript, Excel",Under Review,33876.0,Immediate,False,False,0,David Lopez,,No Experience,Below 2.0
APP-0575,Elizabeth,Wilson,elizabeth.wilson@email.com,+1 (477) 513-8552,Private College,Engineering,3.32,2026.0,,Ux Design Intern,10.0,"Python, PowerPoint, Machine Learning, Java, SQL, R, Tableau, Excel",Submitted,33555.0,Flexible,True,True,5,Elizabeth Wilson,,Experienced (5+ years),3.0-3.4
APP_0576A,Jessica,Garcia,jgarcia@email.com,(930) 567-7641,Public University,Business Administration,3.56,2023.0,,Marketing Intern,0.0,"Python, Project Management, Machine Learning, Excel, Java, R, Communication, JavaScript",Pending,18377.0,Unknown,True,False,4,Jessica Garcia,,No Experience,3.5-4.0
APP_0577B,Amanda,Williams,amanda218@email.com,(499) 772-9119,Liberal Arts College,Mathematics,4.0,2023.0,,Business Analyst Intern,2.0,"Project Management, Tableau, Communication, Python, SQL, Excel, JavaScript",Under Review,36909.0,Unknown,True,False,5,Amanda Williams,,Beginner (0-2 years),3.5-4.0
APP0578,Christopher,Hernandez,christopher.hernandez@email.com,(740) 846-9390,State University,Mathematics,3.41,2022.0,,Marketing Intern,1.0,"Machine Learning, PowerPoint, Tableau, SQL, Data Analysis",Under Review,26811.0,Flexible,True,True,1,Christopher Hernandez,,Beginner (0-2 years),3.0-3.4
APP-0579,Daniel,Martinez,daniel.martinez@email.com,(259) 421-3048,Online University,Computer Science,3.14,2022.0,,Research Assistant,10.0,"R, Java, Tableau, Machine Learning",Rejected,35738.0,Immediate,False,False,2,Daniel Martinez,,Experienced (5+ years),3.0-3.4
APP0580,Michelle,Martinez,mmartinez@email.com,(363) 991-9513,Community College,Computer_Science,3.26,2024.0,,Marketing Intern,10.0,"Python, Excel, JavaScript, Data Analysis, Machine Learning, Tableau, Java, Communication",Under Review,35510.0,Immediate,False,False,3,Michelle Martinez,,Experienced (5+ years),3.0-3.4
APP0581B,Sarah,Davis,davis.sarah@email.com,(945) 907-3360,State University,Economics,3.41,2023.0,,Business Analyst Intern,1.0,"Machine Learning, Communication, JavaScript",Rejected,27199.0,Immediate,False,True,4,Sarah Davis,,Beginner (0-2 years),3.0-3.4
APP-0582B,Michelle,Garcia,michelle.garcia@email.com,(428) 504-9097,Private College,Psychology,3.37,2026.0,2024-01-23,Research Assistant,0.0,"SQL, Communication, Java, R, Machine Learning, Excel, JavaScript",Pending,21588.0,Unknown,True,True,5,Michelle Garcia,630.0,No Experience,3.0-3.4
APP_0583,Elizabeth,Miller,elizabeth.miller@email.com,(216) 878-3399,Private College,Engineering,3.46,2023.0,,Data Science Intern,0.0,Various technical skills,Rejected,39503.0,2-4 Weeks,False,False,3,Elizabeth Miller,,No Experience,3.0-3.4
APP_0584B,Daniel,Gonzalez,gonzalez.daniel@email.com,(845) 486-2496,Online University,Computer Science,3.15,2025.0,,Ux Design Intern,1.0,"PowerPoint, JavaScript, Project Management, Machine Learning, Communication",Rejected,273935.0,Immediate,True,True,4,Daniel Gonzalez,,Beginner (0-2 years),3.0-3.4
APP0585,Amanda,Lopez,alopez@email.com,(820) 612-9324,Private College,Engineering,3.37,2024.0,,Business Analyst Intern,0.0,Various technical skills,Under Review,28997.0,Immediate,True,False,0,Amanda Lopez,,No Experience,3.0-3.4
APP0586,Robert,Jones,robert.jones@email.com,+1 (245) 972-4895,Tech Institute,Computer_Science,3.11,2023.0,2024-03-18,Software Developer Intern,3.0,"Communication, Project Management, Tableau, Python, Java, Data Analysis, PowerPoint, ",Accepted,16021.0,2 Weeks,True,False,2,Robert Jones,575.0,Intermediate (2-5 years),3.0-3.4
APP_0587,Michael,Anderson,michael.anderson@email.com,(394) 610-7122,Tech Institute,Economics,3.35,2023.0,2024-01-02,Software Developer Intern,5.0,"Machine Learning, R, Python",Accepted,24156.0,Immediate,False,True,4,Michael Anderson,651.0,Intermediate (2-5 years),3.0-3.4
APP_0588,Jane,Wilson,wilson.jane@email.com,(933) 659-5176,State University,Biology,3.45,2025.0,2024-04-04,Ux Design Intern,0.0,"Python, Project Management, Java, Machine Learning, Data Analysis, Communication, R",Accepted,39429.0,Unknown,True,False,1,Jane Wilson,558.0,No Experience,3.0-3.4
APP0589,David,Brown,brown.david@email.com,+1 (848) 310-7628,Liberal Arts College,Computer Science,3.31,2024.0,2024-04-18,Business Analyst Intern,0.0,Excel,Accepted,33081.0,3 Months,False,True,2,David Brown,544.0,No Experience,3.0-3.4
